[prop_MultiPreserve|
generated error fail pass / total     time test name
[ ]  810    0    0   83 / 1000    28.1s test_prop_MultiPreserve (collecting)
[ ]  813    0    0   83 / 1000    28.8s test_prop_MultiPreserve (collecting)
[ ]  839    0    0   83 / 1000    29.0s test_prop_MultiPreserve (collecting)
[ ]  848    0    0   83 / 1000    31.1s test_prop_MultiPreserve (collecting)
[ ]  849    0    0   83 / 1000    31.9s test_prop_MultiPreserve (collecting)
[ ]  888    0    0   87 / 1000    32.0s test_prop_MultiPreserve (collecting)
[ ]  897    0    0   87 / 1000    32.1s test_prop_MultiPreserve (collecting)
[ ]  900    0    0   87 / 1000    32.4s test_prop_MultiPreserve (collecting)
[ ]  906    0    0   87 / 1000    32.7s test_prop_MultiPreserve (collecting)
[ ]  942    0    0   90 / 1000    32.8s test_prop_MultiPreserve (collecting)
[ ]  956    0    0   90 / 1000    33.0s test_prop_MultiPreserve (collecting)
[ ]  988    0    0   93 / 1000    33.1s test_prop_MultiPreserve (collecting)
[ ]  989    0    0   93 / 1000    33.8s test_prop_MultiPreserve (collecting)
[ ] 1004    0    0   94 / 1000    34.0s test_prop_MultiPreserve (collecting)
[ ] 1016    0    0   95 / 1000    34.2s test_prop_MultiPreserve (collecting)
[ ] 1028    0    0   95 / 1000    36.5s test_prop_MultiPreserve (collecting)
[ ] 1084    0    0  100 / 1000    36.6s test_prop_MultiPreserve (collecting)
[ ] 1134    0    0  104 / 1000    39.1s test_prop_MultiPreserve (collecting)
[ ] 1156    0    0  104 / 1000    39.2s test_prop_MultiPreserve (collecting)
[ ] 1161    0    0  104 / 1000    39.5s test_prop_MultiPreserve (collecting)
[ ] 1182    0    0  105 / 1000    41.7s test_prop_MultiPreserve (collecting)
[ ] 1190    0    0  106 / 1000    41.9s test_prop_MultiPreserve (collecting)
[✓] 1200    0    0  106 / 1000    41.9s test_prop_MultiPreserve
================================================================================
success (ran 1 tests)
|prop_MultiPreserve -> 41908.99]
